iter	Passed	Remaining
957	3665	160
958	3668	156
959	3672	153
960	3675	149
961	3679	145
962	3682	141
963	3685	137
964	3689	133
965	3692	129
966	3695	126
967	3699	122
968	3702	118
969	3706	114
970	3710	110
971	3735	107
972	3738	103
973	3742	99
974	3745	96
975	3749	92
976	3752	88
977	3756	84
978	3761	80
979	3774	77
980	3778	73
981	3782	69
982	3786	65
983	3789	61
984	3793	57
985	3796	53
986	3798	50
987	3801	46
988	3804	42
989	3807	38
990	3811	34
991	3815	30
992	3818	26
993	3822	23
994	3826	19
995	3831	15
996	3836	11
997	3840	7
998	3845	3
999	3849	0
