관리건축물대장PK,건물명,대지면적,건축면적,연면적,용적률산정연면적,용적률,세대수,가구수,도로명주소,지번주소,juso,행정동코드,시도명,시군구명,읍면동명,법정동코드,동리명,생성일자,행정기관,총인구수,세대당_인구,남자_인구수,여자_인구수,남여_비율,총연령구간인구수,총0~9세,총10~19세,총20~29세,총30~39세,총40~49세,총50~59세,총60~69세,총70~79세,총80~89세,총90~99세,총100세이상,남 인구수,남연령구간인구수,남0~9세,남10~19세,남20~29세,남30~39세,남40~49세,남50~59세,남60~69세,남70~79세,남80~89세,남90~99세,남100세 이상,여_인구수,여연령구간인구수,여0~9세,여10~19세,여20~29세,여30~39세,여40~49세,여50~59세,여60~69세,여70~79세,여80~89세,여90~99세,여100세 이상
30140-38314,주공아파트,0.0,488.76,7783.03,7202.97,217.07,120.0,0.0,대전광역시 중구 보문산로161번길 55,대전광역시 중구 문화동 779,대전광역시중구문화동,3014072000,대전광역시,중구,문화1동,3014011600,문화동,19950101,대전광역시중구문화1동,22603.0,2.56,10887.0,11716.0,0.93,22603.0,1880.0,2801.0,2880.0,2372.0,3896.0,3560.0,2632.0,1665.0,815.0,100.0,2.0,10887.0,10887.0,977.0,1452.0,1423.0,1107.0,1824.0,1746.0,1257.0,737.0,338.0,25.0,1.0,11716.0,11716.0,903.0,1349.0,1457.0,1265.0,2072.0,1814.0,1375.0,928.0,477.0,75.0,1.0
30140-38314,주공아파트,0.0,488.76,7783.03,7202.97,217.07,120.0,0.0,대전광역시 중구 보문산로161번길 55,대전광역시 중구 문화동 779,대전광역시중구문화동,3014073000,대전광역시,중구,문화2동,3014011600,문화동,19950101,대전광역시중구문화2동,12798.0,2.1,6232.0,6566.0,0.95,12798.0,627.0,1060.0,1536.0,1270.0,1813.0,2377.0,2118.0,1230.0,684.0,79.0,4.0,6232.0,6232.0,314.0,569.0,864.0,693.0,900.0,1143.0,988.0,499.0,246.0,16.0,0.0,6566.0,6566.0,313.0,491.0,672.0,577.0,913.0,1234.0,1130.0,731.0,438.0,63.0,4.0
30200-16819,반석마을4단지,0.0,262.853,215.2,215.2,0.0,0.0,0.0,대전광역시 유성구 반석로 46,대전광역시 유성구 반석동 616,대전광역시유성구반석동,3020054700,대전광역시,유성구,노은2동,3020013900,반석동,20070205,대전광역시유성구노은2동,24757.0,2.62,12171.0,12586.0,0.97,24757.0,2352.0,3422.0,3137.0,3109.0,4657.0,4065.0,2254.0,1108.0,564.0,88.0,1.0,12171.0,12171.0,1223.0,1761.0,1613.0,1533.0,2190.0,2047.0,1093.0,484.0,209.0,18.0,0.0,12586.0,12586.0,1129.0,1661.0,1524.0,1576.0,2467.0,2018.0,1161.0,624.0,355.0,70.0,1.0
30200-16819,반석마을4단지,0.0,262.853,215.2,215.2,0.0,0.0,0.0,대전광역시 유성구 반석로 46,대전광역시 유성구 반석동 616,대전광역시유성구반석동,3020054800,대전광역시,유성구,노은3동,3020013900,반석동,20150720,대전광역시유성구노은3동,37657.0,2.67,18494.0,19163.0,0.97,37657.0,4863.0,4582.0,3799.0,6060.0,7432.0,5276.0,3612.0,1379.0,554.0,96.0,4.0,18494.0,18494.0,2465.0,2325.0,2004.0,2900.0,3600.0,2581.0,1721.0,675.0,205.0,18.0,0.0,19163.0,19163.0,2398.0,2257.0,1795.0,3160.0,3832.0,2695.0,1891.0,704.0,349.0,78.0,4.0
30230-5890,주공아파트,0.0,588.45,9087.95,8505.03,0.0,180.0,0.0,대전광역시 대덕구 계족로663번길 34,대전광역시 대덕구 법동 283-1,대전광역시대덕구법동,3023060000,대전광역시,대덕구,법1동,3023010800,법동,19960101,대전광역시대덕구법1동,13287.0,2.2,6301.0,6986.0,0.9,13287.0,857.0,1028.0,1743.0,1618.0,1729.0,2616.0,2083.0,1040.0,517.0,55.0,1.0,6301.0,6301.0,424.0,513.0,935.0,859.0,839.0,1214.0,960.0,412.0,133.0,12.0,0.0,6986.0,6986.0,433.0,515.0,808.0,759.0,890.0,1402.0,1123.0,628.0,384.0,43.0,1.0
30230-5890,주공아파트,0.0,588.45,9087.95,8505.03,0.0,180.0,0.0,대전광역시 대덕구 계족로663번길 34,대전광역시 대덕구 법동 283-1,대전광역시대덕구법동,3023061000,대전광역시,대덕구,법2동,3023010800,법동,19960101,대전광역시대덕구법2동,16184.0,2.35,7917.0,8267.0,0.96,16184.0,909.0,1524.0,2192.0,1494.0,2272.0,3264.0,2717.0,1176.0,553.0,83.0,0.0,7917.0,7917.0,458.0,793.0,1247.0,794.0,1046.0,1532.0,1343.0,518.0,173.0,13.0,0.0,8267.0,8267.0,451.0,731.0,945.0,700.0,1226.0,1732.0,1374.0,658.0,380.0,70.0,0.0
30110-32813, ,0.0,46.28,46.28,46.28,0.0,0.0,1.0,대전광역시 동구 산내로 1352-25,대전광역시 동구 낭월동 205,대전광역시동구낭월동,3011074000,대전광역시,동구,산내동,3011013600,낭월동,19950101,대전광역시동구산내동,20849.0,2.45,10472.0,10377.0,1.01,20849.0,1842.0,2676.0,2056.0,2179.0,3765.0,3070.0,2802.0,1580.0,763.0,109.0,7.0,10472.0,10472.0,968.0,1402.0,1107.0,1101.0,1888.0,1628.0,1373.0,710.0,265.0,28.0,2.0,10377.0,10377.0,874.0,1274.0,949.0,1078.0,1877.0,1442.0,1429.0,870.0,498.0,81.0,5.0
30140-100216469,대전중촌주공2단지아파트,0.0,601.39,4224.78,4175.55,0.0,112.0,0.0,대전광역시 중구 대전천서로 695,대전광역시 중구 중촌동 128-1,대전광역시중구중촌동,3014056000,대전광역시,중구,중촌동,3014010400,중촌동,19950101,대전광역시중구중촌동,12978.0,2.09,6320.0,6658.0,0.95,12978.0,646.0,1164.0,1557.0,1297.0,2008.0,2298.0,2111.0,1227.0,583.0,84.0,3.0,6320.0,6320.0,316.0,616.0,848.0,679.0,1024.0,1114.0,974.0,524.0,198.0,26.0,1.0,6658.0,6658.0,330.0,548.0,709.0,618.0,984.0,1184.0,1137.0,703.0,385.0,58.0,2.0
30110-100177938,휴먼시아1단지아파트,0.0,415.624,9075.983,8870.363000000001,0.0,137.0,0.0,대전광역시 동구 대전로542번길 78,대전광역시 동구 천동 529,대전광역시동구천동,3011053000,대전광역시,동구,효동,3011010400,천동,19950101,대전광역시동구효동,24779.0,2.59,12203.0,12576.0,0.97,24779.0,2442.0,3322.0,2569.0,2813.0,4837.0,3523.0,2965.0,1575.0,633.0,98.0,2.0,12203.0,12203.0,1232.0,1731.0,1387.0,1366.0,2407.0,1749.0,1374.0,696.0,240.0,21.0,0.0,12576.0,12576.0,1210.0,1591.0,1182.0,1447.0,2430.0,1774.0,1591.0,879.0,393.0,77.0,2.0
30110-7843,주공아파트,0.0,32.75,32.75,32.75,0.0,0.0,0.0,대전광역시 동구 옥천로 152-9,대전광역시 동구 판암동 314,대전광역시동구판암동,3011055100,대전광역시,동구,판암1동,3011010700,판암동,19950101,대전광역시동구판암1동,12398.0,2.12,6067.0,6331.0,0.96,12398.0,757.0,961.0,1465.0,1470.0,1706.0,2146.0,2005.0,1205.0,602.0,79.0,2.0,6067.0,6067.0,426.0,493.0,770.0,798.0,836.0,1052.0,949.0,517.0,200.0,25.0,1.0,6331.0,6331.0,331.0,468.0,695.0,672.0,870.0,1094.0,1056.0,688.0,402.0,54.0,1.0
30110-7843,주공아파트,0.0,32.75,32.75,32.75,0.0,0.0,0.0,대전광역시 동구 옥천로 152-9,대전광역시 동구 판암동 314,대전광역시동구판암동,3011055200,대전광역시,동구,판암2동,3011010700,판암동,19950101,대전광역시동구판암2동,8632.0,1.63,4225.0,4407.0,0.96,8632.0,253.0,376.0,765.0,724.0,996.0,1485.0,1937.0,1285.0,714.0,96.0,1.0,4225.0,4225.0,129.0,199.0,431.0,437.0,566.0,766.0,924.0,529.0,222.0,21.0,1.0,4407.0,4407.0,124.0,177.0,334.0,287.0,430.0,719.0,1013.0,756.0,492.0,75.0,0.0
30110-7827,상가,0.0,327.8,740.15,574.61,0.0,0.0,0.0,대전광역시 동구 동부로 56-7,대전광역시 동구 판암동 239,대전광역시동구판암동,3011055100,대전광역시,동구,판암1동,3011010700,판암동,19950101,대전광역시동구판암1동,12398.0,2.12,6067.0,6331.0,0.96,12398.0,757.0,961.0,1465.0,1470.0,1706.0,2146.0,2005.0,1205.0,602.0,79.0,2.0,6067.0,6067.0,426.0,493.0,770.0,798.0,836.0,1052.0,949.0,517.0,200.0,25.0,1.0,6331.0,6331.0,331.0,468.0,695.0,672.0,870.0,1094.0,1056.0,688.0,402.0,54.0,1.0
30110-7827,상가,0.0,327.8,740.15,574.61,0.0,0.0,0.0,대전광역시 동구 동부로 56-7,대전광역시 동구 판암동 239,대전광역시동구판암동,3011055200,대전광역시,동구,판암2동,3011010700,판암동,19950101,대전광역시동구판암2동,8632.0,1.63,4225.0,4407.0,0.96,8632.0,253.0,376.0,765.0,724.0,996.0,1485.0,1937.0,1285.0,714.0,96.0,1.0,4225.0,4225.0,129.0,199.0,431.0,437.0,566.0,766.0,924.0,529.0,222.0,21.0,1.0,4407.0,4407.0,124.0,177.0,334.0,287.0,430.0,719.0,1013.0,756.0,492.0,75.0,0.0
42170-2293,동해천곡주공5차아파트,8670.0,1225.75,1225.75,1225.75,14.14,1.0,0.0,강원도 동해시 동굴로 15,강원도 동해시 천곡동 1098,강원도동해시천곡동,4217051000,강원도,동해시,천곡동,4217010100,천곡동,19880423,강원도동해시천곡동,30441.0,2.26,15161.0,15280.0,0.99,30441.0,2660.0,3209.0,3398.0,3516.0,5098.0,5052.0,4594.0,1942.0,839.0,133.0,0.0,15161.0,15161.0,1371.0,1603.0,1961.0,1857.0,2519.0,2424.0,2198.0,908.0,292.0,28.0,0.0,15280.0,15280.0,1289.0,1606.0,1437.0,1659.0,2579.0,2628.0,2396.0,1034.0,547.0,105.0,0.0
,,,,,,,,,경상남도 창원시 마산회원구 내서읍 삼계2길 24,경상남도 창원시 마산회원구 내서읍 삼계리 39,경상남도창원시마산회원구내서읍삼계리,4812725000,경상남도,창원시 마산회원구,내서읍,4812725028,삼계리,20100701,경상남도창원시마산회원구내서읍,63921.0,2.56,32179.0,31742.0,1.01,63921.0,4847.0,7918.0,8114.0,6349.0,11294.0,12398.0,7934.0,3458.0,1469.0,138.0,2.0,32179.0,32179.0,2491.0,4154.0,4532.0,3195.0,5441.0,6294.0,4025.0,1560.0,470.0,17.0,0.0,31742.0,31742.0,2356.0,3764.0,3582.0,3154.0,5853.0,6104.0,3909.0,1898.0,999.0,121.0,2.0
,,,,,,,,,경상남도 창원시 마산회원구 내서읍 상곡로 49,경상남도 창원시 마산회원구 내서읍 상곡리 193,경상남도창원시마산회원구내서읍상곡리,4812725000,경상남도,창원시 마산회원구,내서읍,4812725026,상곡리,20100701,경상남도창원시마산회원구내서읍,63921.0,2.56,32179.0,31742.0,1.01,63921.0,4847.0,7918.0,8114.0,6349.0,11294.0,12398.0,7934.0,3458.0,1469.0,138.0,2.0,32179.0,32179.0,2491.0,4154.0,4532.0,3195.0,5441.0,6294.0,4025.0,1560.0,470.0,17.0,0.0,31742.0,31742.0,2356.0,3764.0,3582.0,3154.0,5853.0,6104.0,3909.0,1898.0,999.0,121.0,2.0
48270-14887,밀양가곡주공아파트,0.0,245.76,337.08,245.76,1.23,0.0,0.0,경상남도 밀양시 중앙로 47,경상남도 밀양시 가곡동 455,경상남도밀양시가곡동,4827054000,경상남도,밀양시,가곡동,4827010800,가곡동,19890101,경상남도밀양시가곡동,7888.0,1.91,3659.0,4229.0,0.87,7888.0,376.0,602.0,768.0,698.0,1024.0,1419.0,1492.0,932.0,517.0,60.0,0.0,3659.0,3659.0,196.0,292.0,405.0,367.0,498.0,699.0,702.0,330.0,155.0,15.0,0.0,4229.0,4229.0,180.0,310.0,363.0,331.0,526.0,720.0,790.0,602.0,362.0,45.0,0.0
48270-100179676,삼문휴먼시아아파트,0.0,604.793,4854.541,4839.6359999999995,0.0,72.0,0.0,경상남도 밀양시 미리벌중앙로 35,경상남도 밀양시 삼문동 567,경상남도밀양시삼문동,4827052000,경상남도,밀양시,내이동,4827010400,삼문동,19890101,경상남도밀양시내이동,16148.0,2.06,7971.0,8177.0,0.97,16148.0,1341.0,1409.0,1918.0,2152.0,2447.0,2797.0,2416.0,1095.0,481.0,90.0,2.0,7971.0,7971.0,644.0,730.0,1079.0,1122.0,1245.0,1392.0,1149.0,442.0,145.0,23.0,0.0,8177.0,8177.0,697.0,679.0,839.0,1030.0,1202.0,1405.0,1267.0,653.0,336.0,67.0,2.0
48270-100179676,삼문휴먼시아아파트,0.0,604.793,4854.541,4839.6359999999995,0.0,72.0,0.0,경상남도 밀양시 미리벌중앙로 35,경상남도 밀양시 삼문동 567,경상남도밀양시삼문동,4827053000,경상남도,밀양시,삼문동,4827010400,삼문동,19890101,경상남도밀양시삼문동,20150.0,2.46,9703.0,10447.0,0.93,20150.0,1860.0,2536.0,2141.0,2063.0,3479.0,3290.0,2671.0,1375.0,658.0,75.0,2.0,9703.0,9703.0,977.0,1349.0,1191.0,996.0,1641.0,1553.0,1205.0,568.0,207.0,15.0,1.0,10447.0,10447.0,883.0,1187.0,950.0,1067.0,1838.0,1737.0,1466.0,807.0,451.0,60.0,1.0
44180-100184245,휴먼시아3단지주공아파트,0.0,542.236,4821.644,4725.1,0.0,43.0,0.0,충청남도 보령시 한내로터리길 92,충청남도 보령시 동대동 1966,충청남도보령시동대동,4418053500,충청남도,보령시,대천3동,4418010400,동대동,19990720,충청남도보령시대천3동,16450.0,2.22,8252.0,8198.0,1.01,16450.0,1575.0,1934.0,1985.0,2156.0,2986.0,2556.0,1865.0,911.0,431.0,48.0,3.0,8252.0,8252.0,787.0,1000.0,1122.0,1085.0,1551.0,1280.0,883.0,395.0,140.0,8.0,1.0,8198.0,8198.0,788.0,934.0,863.0,1071.0,1435.0,1276.0,982.0,516.0,291.0,40.0,2.0
44180-7042,주공아파트 상가,0.0,245.46,598.35,437.46,0.0,10.0,0.0,충청남도 보령시 주공로 50,충청남도 보령시 명천동 413,충청남도보령시명천동,4418054500,충청남도,보령시,대천4동,4418010500,명천동,19990720,충청남도보령시대천4동,15745.0,2.3,7838.0,7907.0,0.99,15745.0,1520.0,1784.0,1774.0,1898.0,2707.0,2603.0,1923.0,1007.0,455.0,65.0,9.0,7838.0,7838.0,753.0,930.0,1012.0,963.0,1354.0,1328.0,903.0,437.0,140.0,15.0,3.0,7907.0,7907.0,767.0,854.0,762.0,935.0,1353.0,1275.0,1020.0,570.0,315.0,50.0,6.0
26320-2003,금곡1단지주공아파트,0.0,414.42,954.37,683.29,0.0,0.0,0.0,부산광역시 북구 효열로 268,부산광역시 북구 금곡동 53-1,부산광역시북구금곡동,2632053000,부산광역시,북구,금곡동,2632010100,금곡동,19950101,부산광역시북구금곡동,38404.0,2.11,18614.0,19790.0,0.94,38404.0,2055.0,3015.0,4437.0,3730.0,5098.0,7401.0,6830.0,3665.0,1963.0,208.0,2.0,18614.0,18614.0,1066.0,1550.0,2392.0,2000.0,2484.0,3485.0,3458.0,1538.0,594.0,47.0,0.0,19790.0,19790.0,989.0,1465.0,2045.0,1730.0,2614.0,3916.0,3372.0,2127.0,1369.0,161.0,2.0
26320-2057,금곡2단지주공아파트,0.0,366.74,453.94,362.52,0.0,0.0,0.0,부산광역시 북구 금곡대로616번길 10-9,부산광역시 북구 금곡동 98-1,부산광역시북구금곡동,2632053000,부산광역시,북구,금곡동,2632010100,금곡동,19950101,부산광역시북구금곡동,38404.0,2.11,18614.0,19790.0,0.94,38404.0,2055.0,3015.0,4437.0,3730.0,5098.0,7401.0,6830.0,3665.0,1963.0,208.0,2.0,18614.0,18614.0,1066.0,1550.0,2392.0,2000.0,2484.0,3485.0,3458.0,1538.0,594.0,47.0,0.0,19790.0,19790.0,989.0,1465.0,2045.0,1730.0,2614.0,3916.0,3372.0,2127.0,1369.0,161.0,2.0
26320-2121,금곡4단지주공아파트,0.0,451.83,1344.17,876.76,0.0,0.0,0.0,부산광역시 북구 효열로 76,부산광역시 북구 금곡동 1108,부산광역시북구금곡동,2632053000,부산광역시,북구,금곡동,2632010100,금곡동,19950101,부산광역시북구금곡동,38404.0,2.11,18614.0,19790.0,0.94,38404.0,2055.0,3015.0,4437.0,3730.0,5098.0,7401.0,6830.0,3665.0,1963.0,208.0,2.0,18614.0,18614.0,1066.0,1550.0,2392.0,2000.0,2484.0,3485.0,3458.0,1538.0,594.0,47.0,0.0,19790.0,19790.0,989.0,1465.0,2045.0,1730.0,2614.0,3916.0,3372.0,2127.0,1369.0,161.0,2.0
26320-2107,금곡7단지주공아파트,20336.8,3250.46,563.59,356.23,185.18,0.0,0.0,부산광역시 북구 금곡대로550번길 23,부산광역시 북구 금곡동 811,부산광역시북구금곡동,2632053000,부산광역시,북구,금곡동,2632010100,금곡동,19950101,부산광역시북구금곡동,38404.0,2.11,18614.0,19790.0,0.94,38404.0,2055.0,3015.0,4437.0,3730.0,5098.0,7401.0,6830.0,3665.0,1963.0,208.0,2.0,18614.0,18614.0,1066.0,1550.0,2392.0,2000.0,2484.0,3485.0,3458.0,1538.0,594.0,47.0,0.0,19790.0,19790.0,989.0,1465.0,2045.0,1730.0,2614.0,3916.0,3372.0,2127.0,1369.0,161.0,2.0
26200-23918,동삼그린힐아파트,0.0,6.83,6.83,6.83,131.72,0.0,0.0,부산광역시 영도구 상리로 1,부산광역시 영도구 동삼동 1123,부산광역시영도구동삼동,2620065000,부산광역시,영도구,동삼제1동,2620012100,동삼동,19950101,부산광역시영도구동삼제1동,27839.0,2.16,13592.0,14247.0,0.95,27839.0,1392.0,2108.0,3382.0,2737.0,3797.0,4792.0,5280.0,2989.0,1210.0,144.0,8.0,13592.0,13592.0,682.0,1070.0,1862.0,1436.0,1886.0,2309.0,2552.0,1350.0,415.0,29.0,1.0,14247.0,14247.0,710.0,1038.0,1520.0,1301.0,1911.0,2483.0,2728.0,1639.0,795.0,115.0,7.0
26200-23918,동삼그린힐아파트,0.0,6.83,6.83,6.83,131.72,0.0,0.0,부산광역시 영도구 상리로 1,부산광역시 영도구 동삼동 1123,부산광역시영도구동삼동,2620066000,부산광역시,영도구,동삼제2동,2620012100,동삼동,19950101,부산광역시영도구동삼제2동,3462.0,1.85,1837.0,1625.0,1.13,3462.0,168.0,171.0,580.0,325.0,439.0,467.0,663.0,473.0,152.0,22.0,2.0,1837.0,1837.0,91.0,86.0,369.0,186.0,255.0,252.0,328.0,207.0,55.0,7.0,1.0,1625.0,1625.0,77.0,85.0,211.0,139.0,184.0,215.0,335.0,266.0,97.0,15.0,1.0
26200-23918,동삼그린힐아파트,0.0,6.83,6.83,6.83,131.72,0.0,0.0,부산광역시 영도구 상리로 1,부산광역시 영도구 동삼동 1123,부산광역시영도구동삼동,2620067000,부산광역시,영도구,동삼제3동,2620012100,동삼동,19950101,부산광역시영도구동삼제3동,10118.0,1.71,4935.0,5183.0,0.95,10118.0,293.0,527.0,866.0,797.0,1188.0,1755.0,2406.0,1569.0,644.0,65.0,8.0,4935.0,4935.0,154.0,267.0,485.0,424.0,643.0,919.0,1182.0,649.0,201.0,10.0,1.0,5183.0,5183.0,139.0,260.0,381.0,373.0,545.0,836.0,1224.0,920.0,443.0,55.0,7.0
26200-24325,주공아파트사회복지관,0.0,1212.09,1749.46,1749.46,0.0,0.0,0.0,부산광역시 영도구 동삼북로 2,부산광역시 영도구 동삼동 1121,부산광역시영도구동삼동,2620065000,부산광역시,영도구,동삼제1동,2620012100,동삼동,19950101,부산광역시영도구동삼제1동,27839.0,2.16,13592.0,14247.0,0.95,27839.0,1392.0,2108.0,3382.0,2737.0,3797.0,4792.0,5280.0,2989.0,1210.0,144.0,8.0,13592.0,13592.0,682.0,1070.0,1862.0,1436.0,1886.0,2309.0,2552.0,1350.0,415.0,29.0,1.0,14247.0,14247.0,710.0,1038.0,1520.0,1301.0,1911.0,2483.0,2728.0,1639.0,795.0,115.0,7.0
26200-24325,주공아파트사회복지관,0.0,1212.09,1749.46,1749.46,0.0,0.0,0.0,부산광역시 영도구 동삼북로 2,부산광역시 영도구 동삼동 1121,부산광역시영도구동삼동,2620066000,부산광역시,영도구,동삼제2동,2620012100,동삼동,19950101,부산광역시영도구동삼제2동,3462.0,1.85,1837.0,1625.0,1.13,3462.0,168.0,171.0,580.0,325.0,439.0,467.0,663.0,473.0,152.0,22.0,2.0,1837.0,1837.0,91.0,86.0,369.0,186.0,255.0,252.0,328.0,207.0,55.0,7.0,1.0,1625.0,1625.0,77.0,85.0,211.0,139.0,184.0,215.0,335.0,266.0,97.0,15.0,1.0
26200-24325,주공아파트사회복지관,0.0,1212.09,1749.46,1749.46,0.0,0.0,0.0,부산광역시 영도구 동삼북로 2,부산광역시 영도구 동삼동 1121,부산광역시영도구동삼동,2620067000,부산광역시,영도구,동삼제3동,2620012100,동삼동,19950101,부산광역시영도구동삼제3동,10118.0,1.71,4935.0,5183.0,0.95,10118.0,293.0,527.0,866.0,797.0,1188.0,1755.0,2406.0,1569.0,644.0,65.0,8.0,4935.0,4935.0,154.0,267.0,485.0,424.0,643.0,919.0,1182.0,649.0,201.0,10.0,1.0,5183.0,5183.0,139.0,260.0,381.0,373.0,545.0,836.0,1224.0,920.0,443.0,55.0,7.0
26320-10621,주공아파트,0.0,775.25,2847.06,1899.06,0.0,0.0,0.0,부산광역시 북구 덕천로 74,부산광역시 북구 덕천동 808,부산광역시북구덕천동,2632055000,부산광역시,북구,덕천제1동,2632010400,덕천동,19950101,부산광역시북구덕천제1동,11646.0,1.86,5738.0,5908.0,0.97,11646.0,398.0,524.0,1441.0,1368.0,1341.0,2085.0,2486.0,1321.0,601.0,75.0,6.0,5738.0,5738.0,193.0,291.0,786.0,763.0,694.0,1029.0,1158.0,607.0,197.0,20.0,0.0,5908.0,5908.0,205.0,233.0,655.0,605.0,647.0,1056.0,1328.0,714.0,404.0,55.0,6.0
26320-10621,주공아파트,0.0,775.25,2847.06,1899.06,0.0,0.0,0.0,부산광역시 북구 덕천로 74,부산광역시 북구 덕천동 808,부산광역시북구덕천동,2632056000,부산광역시,북구,덕천제2동,2632010400,덕천동,19950101,부산광역시북구덕천제2동,12186.0,1.83,6071.0,6115.0,0.99,12186.0,432.0,591.0,1874.0,1498.0,1477.0,2197.0,2441.0,1156.0,456.0,63.0,1.0,6071.0,6071.0,227.0,304.0,986.0,849.0,796.0,1058.0,1172.0,521.0,147.0,11.0,0.0,6115.0,6115.0,205.0,287.0,888.0,649.0,681.0,1139.0,1269.0,635.0,309.0,52.0,1.0
26320-10621,주공아파트,0.0,775.25,2847.06,1899.06,0.0,0.0,0.0,부산광역시 북구 덕천로 74,부산광역시 북구 덕천동 808,부산광역시북구덕천동,2632056100,부산광역시,북구,덕천제3동,2632010400,덕천동,19950101,부산광역시북구덕천제3동,10852.0,1.92,5306.0,5546.0,0.96,10852.0,431.0,605.0,1362.0,1119.0,1433.0,1937.0,2147.0,1285.0,478.0,54.0,1.0,5306.0,5306.0,224.0,315.0,732.0,610.0,793.0,929.0,998.0,550.0,146.0,9.0,0.0,5546.0,5546.0,207.0,290.0,630.0,509.0,640.0,1008.0,1149.0,735.0,332.0,45.0,1.0
26320-7361,만덕3단지주공아파트,0.0,378.452,520.984,520.984,0.0,0.0,0.0,부산광역시 북구 함박봉로140번길 21,부산광역시 북구 만덕동 944-6,부산광역시북구만덕동,2632057100,부산광역시,북구,만덕제1동,2632010300,만덕동,19950101,부산광역시북구만덕제1동,16092.0,2.34,7893.0,8199.0,0.96,16092.0,1359.0,978.0,1824.0,2872.0,2188.0,2561.0,2705.0,1179.0,379.0,45.0,2.0,7893.0,7893.0,688.0,494.0,900.0,1498.0,1148.0,1150.0,1305.0,578.0,130.0,2.0,0.0,8199.0,8199.0,671.0,484.0,924.0,1374.0,1040.0,1411.0,1400.0,601.0,249.0,43.0,2.0
26320-7361,만덕3단지주공아파트,0.0,378.452,520.984,520.984,0.0,0.0,0.0,부산광역시 북구 함박봉로140번길 21,부산광역시 북구 만덕동 944-6,부산광역시북구만덕동,2632057200,부산광역시,북구,만덕제2동,2632010300,만덕동,19950101,부산광역시북구만덕제2동,26607.0,2.51,13065.0,13542.0,0.96,26607.0,2187.0,2303.0,3109.0,3278.0,4103.0,4392.0,4565.0,1937.0,629.0,102.0,2.0,13065.0,13065.0,1132.0,1196.0,1643.0,1640.0,2048.0,2043.0,2177.0,951.0,214.0,21.0,0.0,13542.0,13542.0,1055.0,1107.0,1466.0,1638.0,2055.0,2349.0,2388.0,986.0,415.0,81.0,2.0
26320-7361,만덕3단지주공아파트,0.0,378.452,520.984,520.984,0.0,0.0,0.0,부산광역시 북구 함박봉로140번길 21,부산광역시 북구 만덕동 944-6,부산광역시북구만덕동,2632057300,부산광역시,북구,만덕제3동,2632010300,만덕동,19950101,부산광역시북구만덕제3동,18875.0,2.54,9188.0,9687.0,0.95,18875.0,1207.0,1305.0,2365.0,2287.0,2503.0,3328.0,3773.0,1531.0,495.0,78.0,3.0,9188.0,9188.0,618.0,695.0,1283.0,1169.0,1266.0,1440.0,1774.0,737.0,191.0,15.0,0.0,9687.0,9687.0,589.0,610.0,1082.0,1118.0,1237.0,1888.0,1999.0,794.0,304.0,63.0,3.0
26530-3672,모라영구임대아파트사회복지관,0.0,1166.19,4522.32,3028.32,0.0,0.0,0.0,부산광역시 사상구 모라로110번길 121,부산광역시 사상구 모라동 552,부산광역시사상구모라동,2653059100,부산광역시,사상구,모라제1동,2653010200,모라동,19950301,부산광역시사상구모라제1동,28296.0,2.28,14153.0,14143.0,1.0,28296.0,1532.0,1988.0,3627.0,3301.0,3746.0,5397.0,5392.0,2386.0,819.0,91.0,17.0,14153.0,14153.0,763.0,1035.0,1954.0,1789.0,1932.0,2624.0,2608.0,1138.0,291.0,19.0,0.0,14143.0,14143.0,769.0,953.0,1673.0,1512.0,1814.0,2773.0,2784.0,1248.0,528.0,72.0,17.0
26530-3672,모라영구임대아파트사회복지관,0.0,1166.19,4522.32,3028.32,0.0,0.0,0.0,부산광역시 사상구 모라로110번길 121,부산광역시 사상구 모라동 552,부산광역시사상구모라동,2653059300,부산광역시,사상구,모라제3동,2653010200,모라동,19950301,부산광역시사상구모라제3동,10724.0,1.57,5123.0,5601.0,0.91,10724.0,257.0,431.0,823.0,742.0,1251.0,2099.0,2570.0,1703.0,770.0,74.0,4.0,5123.0,5123.0,131.0,224.0,487.0,403.0,759.0,1100.0,1183.0,624.0,200.0,12.0,0.0,5601.0,5601.0,126.0,207.0,336.0,339.0,492.0,999.0,1387.0,1079.0,570.0,62.0,4.0
26350-7013,반송영구임대아파트,0.0,438.65,1340.85,873.34,0.0,0.0,22.0,부산광역시 해운대구 신반송로 200,부산광역시 해운대구 반송동 77,부산광역시해운대구반송동,2635061000,부산광역시,해운대구,반송제1동,2635010100,반송동,19950101,부산광역시해운대구반송제1동,14048.0,1.77,7054.0,6994.0,1.01,14048.0,357.0,738.0,1585.0,1130.0,1712.0,2655.0,2844.0,2049.0,876.0,97.0,5.0,7054.0,7054.0,182.0,371.0,902.0,675.0,972.0,1388.0,1398.0,828.0,319.0,17.0,2.0,6994.0,6994.0,175.0,367.0,683.0,455.0,740.0,1267.0,1446.0,1221.0,557.0,80.0,3.0
