old;new
대전광역시 중구 대흥로111번길 40-9;대전광역시 중구 대흥동 452-71
대전광역시 중구 대종로71번길 25;대전광역시 중구 옥계동 103-11
대전광역시 중구 대종로593번길 38-13;대전광역시 중구 선화동 163-35
대전광역시 중구 대종로583번길 8;대전광역시 중구 선화동 147-9
대전광역시 중구 대종로565번길 10;대전광역시 중구 선화동 153-4
대전광역시 중구 대둔산로480번길 42;대전광역시 중구 산성동 135-4
대전광역시 중구 대둔산로446번안길 24;대전광역시 중구 산성동 162-9
대전광역시 중구 대둔산로446번안길 10;대전광역시 중구 산성동 162-3
대전광역시 중구 대둔산로420번길 119;대전광역시 중구 산성동 324-30
대전광역시 중구 대둔산로408번길 22;대전광역시 중구 산성동 282-4
대전광역시 중구 대둔산로386번길 15-14;대전광역시 중구 산성동 278-11
대전광역시 중구 대둔산로386번길 121;대전광역시 중구 산성동 307-37
대전광역시 중구 대둔산로385번길 16;대전광역시 중구 산성동 121-22
대전광역시 중구 대둔산로385번길 15;대전광역시 중구 산성동 124-2
대전광역시 중구 대둔산로364번길 13-28;대전광역시 중구 산성동 274-26
대전광역시 중구 대둔산로364번길 13-24;대전광역시 중구 산성동 274-25
대전광역시 중구 대둔산로364번길 13-20;대전광역시 중구 산성동 274-18
대전광역시 중구 대둔산로350번길 96;대전광역시 중구 사정동 394-9
대전광역시 중구 대둔산로350번길 81;대전광역시 중구 사정동 391-1
대전광역시 중구 대둔산로350번길 118;대전광역시 중구 사정동 405-5
대전광역시 중구 대둔산로350번길 102-7;대전광역시 중구 사정동 405-11 훈주택
대전광역시 중구 대둔산로350번길 102-3;대전광역시 중구 사정동 405-12
대전광역시 중구 대둔산로346번길 27;대전광역시 중구 사정동 433-4
대전광역시 중구 대둔산로316번길 41;대전광역시 중구 사정동 391-5
대전광역시 중구 대둔산로316번길 33;대전광역시 중구 사정동 388-8
대전광역시 중구 대둔산로316번길 31;대전광역시 중구 사정동 388-4
대전광역시 중구 대둔산로316번길 30;대전광역시 중구 사정동 394-8
대전광역시 중구 대둔산로300번길 76;대전광역시 중구 사정동 440-5
대전광역시 중구 보문산로171번길 30-8;대전광역시 중구 문화동 571-19
대전광역시 중구 계백로1603번길 50-8;대전광역시 중구 유천동 203-22
대전광역시 중구 계룡로955번길 33;대전광역시 중구 대사동 248-325
대전광역시 중구 태평로 124-14;대전광역시 중구 태평동 375-21
대전광역시 중구 천근로 56;대전광역시 중구 문화동 445-7
대전광역시 중구 유등천동로 204;대전광역시 중구 산성동 128-18
대전광역시 중구 유등천동로 202;대전광역시 중구 산성동 128-32
대전광역시 중구 산성로 21-1;대전광역시 중구 산성동 322-44
대전광역시 중구 사득로 24;대전광역시 중구 부사동 412-1
대전광역시 중구 봉소루로 83;대전광역시 중구 석교동 95-2
대전광역시 중구 대전천서로 401;대전광역시 중구 대흥동 103-2 푸르내아파트
대전광역시 중구 대전천서로 15;대전광역시 중구 옥계동 50-38
대전광역시 중구 보문산로 239;대전광역시 중구 문화동 518
대전광역시 중구 보문산로 209-19;대전광역시 중구 문화동 585-4
대전광역시 중구 충무로 95-8;대전광역시 중구 대사동 77-42
대전광역시 중구 충무로 26-2;대전광역시 중구 대흥동 307-81
대전광역시 중구 충무로 26-1;대전광역시 중구 대흥동 307-4
대전광역시 중구 충무로 2-12;대전광역시 중구 대사동 246-52
대전광역시 중구 선화로 94-6;대전광역시 중구 선화동 366-14
대전광역시 중구 대종로 50-11;대전광역시 중구 옥계동 50-4
대전광역시 중구 사득로 76;대전광역시 중구 석교동 4-4 시원빌
대전광역시 중구 오류로 96;대전광역시 중구 오류동 189-10
대전광역시 중구 보문산로161번길 55;대전광역시 중구 문화동 779 주공1차아파트
대전광역시 중구 계백로 1709;대전광역시 중구 오류동 157 오류동누리보듬아파트
대전광역시 중구 선화로97번길 61;대전광역시 중구 선화동 193-3 화인빌라
대전광역시 중구 선화서로130번길 19;대전광역시 중구 선화동 156-19 왕빌라
대전광역시 중구 목중로39번길 29;대전광역시 중구 목동 35-51
대전광역시 중구 사득로67번길 25;대전광역시 중구 부사동 364-52
대전광역시 중구 산성로 29;대전광역시 중구 산성동 322-36
대전광역시 중구 대종로593번길 32;대전광역시 중구 선화동 144-27
대전광역시 중구 대둔산로420번길 47;대전광역시 중구 산성동 287-19
대전광역시 중구 선화로 101;대전광역시 중구 선화동 185-10 원일주택
대전광역시 중구 대종로584번길 29;대전광역시 중구 선화동 90-2
대전광역시 중구 보문로230번길 72;대전광역시 중구 대흥동 437-5 한솔빌라
대전광역시 중구 부용로41번길 55;대전광역시 중구 부사동 390
대전광역시 중구 보문산로333번길 6-20;대전광역시 중구 문화동 24-49 해비타트
대전광역시 중구 보문산공원로497번안길 63;대전광역시 중구 대사동 198-190
대전광역시 중구 대둔산로350번길 85;대전광역시 중구 사정동 391-7
대전광역시 중구 유등천동로198번길 12;대전광역시 중구 산성동 268-20
대전광역시 중구 유등천동로198번길 12-1;대전광역시 중구 산성동 268-13
대전광역시 중구 산서로53번길 41;대전광역시 중구 사정동 391-3
대전광역시 중구 산서로53번길 7;대전광역시 중구 사정동 406-6
대전광역시 중구 대둔산로350번길 86-11;대전광역시 중구 사정동 388-3
대전광역시 중구 대둔산로350번길 86-9;대전광역시 중구 사정동 388-7
대전광역시 중구 대둔산로323번길 55-20;대전광역시 중구 사정동 399-6 리더스빌
대전광역시 중구 대둔산로323번길 17;대전광역시 중구 사정동 378-3
대전광역시 중구 대둔산로323번길 15;대전광역시 중구 사정동 378-1
대전광역시 중구 대둔산로323번길 12;대전광역시 중구 사정동 376-9
대전광역시 중구 대둔산로323번길 7;대전광역시 중구 사정동 378-9
대전광역시 중구 대둔산로316번길 40;대전광역시 중구 사정동 393-8
대전광역시 중구 대둔산로316번길 38;대전광역시 중구 사정동 393-1
대전광역시 중구 대둔산로316번길 20;대전광역시 중구 사정동 394-4 하나주택
대전광역시 중구 대둔산로300번길 83-5;대전광역시 중구 사정동 428-5 성심주택
대전광역시 중구 대둔산로300번길 69-9;대전광역시 중구 사정동 409-2
대전광역시 중구 대둔산로300번길 69-5;대전광역시 중구 사정동 409-4
대전광역시 서구 월평북로 11;대전광역시 서구 월평동 218 주공아파트
대전광역시 서구 사마7길 20;대전광역시 서구 도마동 124-16
대전광역시 서구 사마4길 63-1;대전광역시 서구 도마동 104-1
대전광역시 서구 사마8길 64;대전광역시 서구 도마동 103-18
대전광역시 서구 조달청길 26;대전광역시 서구 도마동 108-1
대전광역시 서구 사마6길 91;대전광역시 서구 도마동 107-2
대전광역시 서구 신갈마로 176;대전광역시 서구 갈마동 338-1
대전광역시 서구 대덕대로195번길 63;대전광역시 서구 둔산동 1088 더 팰리스
대전광역시 서구 대덕대로185번길 62;대전광역시 서구 둔산동 1088-1 더하임
대전광역시 서구 도마로57번길 42;대전광역시 서구 변동 59-1 동기 포에버 아파트
대전광역시 서구 용문로 41-80;대전광역시 서구 괴정동 426-1 리베라 아이누리
대전광역시 서구 도마로 59;대전광역시 서구 변동 58-4 모닝빌아파트
대전광역시 서구 도솔로411번길 40;대전광역시 서구 탄방동 776 갤러리빌
대전광역시 서구 갈마역로 6;대전광역시 서구 둔산동 1122 아이브
대전광역시 서구 도마로63번길 76;대전광역시 서구 변동 51-4 휴안도시형생활주택
대전광역시 서구 대덕대로175번길 30;대전광역시 서구 둔산동 1115
대전광역시 서구 구봉로 451;대전광역시 서구 정림동 717 평화로운 아파트
대전광역시 서구 도마로63번길 12;대전광역시 서구 변동 61-17 만송 빌라트
대전광역시 서구 계룡로264번길 61;대전광역시 서구 월평동 1637 빅토리아빌
대전광역시 서구 도솔로388번길 52;대전광역시 서구 괴정동 423-6 나이스 팰리스
대전광역시 서구 한밭대로570번길 29-4;대전광역시 서구 월평동 509 갤러리빌 8차
대전광역시 서구 조달청길 78;대전광역시 서구 도마동 102-29
대전광역시 서구 제비네10길 33;대전광역시 서구 도마동 152-6
대전광역시 서구 제비네10길 37;대전광역시 서구 도마동 152-49
대전광역시 서구 도산로282번길 70;대전광역시 서구 가장동 30-3
대전광역시 서구 도마7길 32;대전광역시 서구 도마동 90-58
대전광역시 서구 제비네10길 37-1;대전광역시 서구 도마동 152-50
대전광역시 서구 월평로13번길 44-11;대전광역시 서구 월평동 383
대전광역시 서구 도산로314번길 69;대전광역시 서구 가장동 19-6
대전광역시 서구 조달청길 80;대전광역시 서구 도마동 102-62
대전광역시 서구 계룡로219번길 24;대전광역시 서구 월평동 1458
대전광역시 서구 중반7길 56;대전광역시 서구 변동 3-15
대전광역시 서구 배재로227번길 94;대전광역시 서구 변동 254-43
대전광역시 서구 도마7길 13;대전광역시 서구 도마동 97-4
대전광역시 서구 사마3길 43;대전광역시 서구 도마동 568
대전광역시 서구 배재로227번길 96;대전광역시 서구 변동 254-42
대전광역시 서구 가수원중로59번길 48;대전광역시 서구 가수원동 803-8
대전광역시 서구 가수원중로59번길 26;대전광역시 서구 가수원동 801-1
대전광역시 서구 조달청길 82;대전광역시 서구 도마동 102-30
대전광역시 서구 도학3길 23;대전광역시 서구 도마동 52-18 세종빌3
대전광역시 서구 도마8길 13;대전광역시 서구 도마동 95-41
대전광역시 서구 도마8길 11;대전광역시 서구 도마동 95-6
대전광역시 서구 문정로90번길 51;대전광역시 서구 탄방동 783 럭시드
대전광역시 서구 대덕대로167번길 43;대전광역시 서구 갈마동 912 좋은하루1차
대전광역시 서구 용문로 61;대전광역시 서구 용문동 591-10 신영 미소랑 아파트
대전광역시 서구 용화1길 32;대전광역시 서구 도마동 41-2
대전광역시 서구 계백로1300번길 86;대전광역시 서구 정림동 131-5
대전광역시 서구 사마2길 19;대전광역시 서구 도마동 126-12
대전광역시 서구 괴정로 204;대전광역시 서구 가장동 17-6 베스트빌
대전광역시 서구 한밭대로570번길 33;대전광역시 서구 월평동 508 갤러리빌 9차
대전광역시 서구 가장로 107;대전광역시 서구 가장동 55 삼성래미안아파트
대전광역시 서구 관저북로 14;대전광역시 서구 관저동 999 원앙마을 4단지
대전광역시 서구 가장로 106;대전광역시 서구 가장동 55 삼성 래미안아파트
대전광역시 서구 관저서로 20;대전광역시 서구 관저동 1154 구봉마을9단지
대전광역시 서구 도학2길 50;대전광역시 서구 도마동 47-24
대전광역시 서구 만년로68번길 58;대전광역시 서구 만년동 371 시티팰리스
대전광역시 서구 사마1길 40;대전광역시 서구 도마동 124-28
대전광역시 서구 도마14길 48;대전광역시 서구 도마동 83-7
대전광역시 서구 관저로 48;대전광역시 서구 관저동 1144 구봉마을 7단지
대전광역시 서구 만년남로 8;대전광역시 서구 만년동 281 상록수아파트
대전광역시 서구 동서대로 976;대전광역시 서구 내동 165 서우아파트
대전광역시 서구 도솔로 43;대전광역시 서구 도마동 156-48
대전광역시 서구 변정3길 59;대전광역시 서구 변동 68-16
대전광역시 서구 관저북로 80;대전광역시 서구 관저동 984 원앙마을2단지
대전광역시 서구 정림로 55;대전광역시 서구 정림동 584 우성아파트1차
대전광역시 서구 대덕대로167번길 37;대전광역시 서구 갈마동 913 좋은하루2차
대전광역시 서구 도산로 161;대전광역시 서구 변동 61-13 포도힐6차
대전광역시 서구 청사로 65;대전광역시 서구 월평동 302 황실타운
대전광역시 서구 월평동로 83;대전광역시 서구 월평동 311-2 다모아아파트
대전광역시 서구 신갈마로 46;대전광역시 서구 내동 220 롯데아파트
대전광역시 서구 사마7길 14;대전광역시 서구 도마동 124-8 조은집
대전광역시 서구 도마로 48;대전광역시 서구 도마동 41-7
대전광역시 서구 변동로 6;대전광역시 서구 변동 22-35
대전광역시 서구 도산로207번길 65;대전광역시 서구 변동 22-1
대전광역시 서구 계백로 1111;대전광역시 서구 가수원동 842 대전도안엘에이치천년나무행복1단지
대전광역시 서구 문정로90번길 77;대전광역시 서구 탄방동 769 에코빌
대전광역시 서구 만년로68번길 62;대전광역시 서구 만년동 372
대전광역시 서구 도솔3길 43;대전광역시 서구 도마동 120-7
대전광역시 서구 도마로57번길 16;대전광역시 서구 변동 58-2 탑스빌
대전광역시 서구 변정6길 58-1;대전광역시 서구 변동 63-1
대전광역시 서구 대덕대로 415;대전광역시 서구 만년동 1 상아아파트
대전광역시 서구 둔산로 241;대전광역시 서구 둔산동 1812 보라아파트
대전광역시 서구 동서대로1079번길 29;대전광역시 서구 내동 10-11 내동아트빌
대전광역시 서구 동서대로1021번길 12;대전광역시 서구 내동 22-28 삼보빌라
대전광역시 서구 도산로253번길 27;대전광역시 서구 내동 10-4 대동빌라
대전광역시 서구 도산로321번길 11;대전광역시 서구 가장동 57-16 올리브하우스
대전광역시 서구 도마로63번길 34;대전광역시 서구 변동 60-24 포도힐스4
대전광역시 서구 괴정로 202;대전광역시 서구 가장동 17-5 베스트빌
대전광역시 서구 유등로483번길 6;대전광역시 서구 용문동 282-54 리버빌
대전광역시 서구 계룡로394번길 46;대전광역시 서구 갈마동 313-18
대전광역시 서구 괴정로181번길 39-16;대전광역시 서구 용문동 262-29
대전광역시 서구 괴정로181번길 39-6;대전광역시 서구 용문동 262-31
대전광역시 서구 계룡로354번길 170;대전광역시 서구 갈마동 388-3
대전광역시 서구 도솔로279번길 12;대전광역시 서구 내동 31-33
대전광역시 서구 용화7길 3;대전광역시 서구 도마동 61-4
대전광역시 서구 사마7길 30;대전광역시 서구 도마동 124-3
대전광역시 서구 도마14길 43;대전광역시 서구 도마동 75-11 보금자리
대전광역시 서구 사마7길 26;대전광역시 서구 도마동 124-10
대전광역시 서구 대덕대로167번길 23;대전광역시 서구 갈마동 1040 비너스빌
대전광역시 서구 신갈마로155번길 41;대전광역시 서구 갈마동 375-28
대전광역시 서구 유등로17번길 147;대전광역시 서구 복수동 567
대전광역시 서구 계룡로407번길 31;대전광역시 서구 갈마동 273-3 센스빌
대전광역시 서구 구봉산북로 165;대전광역시 서구 관저동 1584 다온숲3단지
대전광역시 서구 둔산로 15;대전광역시 서구 둔산동 970 향촌아파트
대전광역시 서구 관저로 84;대전광역시 서구 관저동 1148 구봉마을 8단지
대전광역시 서구 청사로 281;대전광역시 서구 둔산동 908 샘머리아파트2단지
대전광역시 서구 만년로 45;대전광역시 서구 만년동 1-1 초원아파트
대전광역시 서구 갈마로197번길 66;대전광역시 서구 괴정동 69-33
대전광역시 서구 갈마로 23;대전광역시 서구 갈마동 313-21 시티팰리스
대전광역시 서구 도솔로327번길 25;대전광역시 서구 괴정동 75-2
대전광역시 서구 도솔로327번길 7;대전광역시 서구 괴정동 86-12
대전광역시 서구 도솔로251번길 18-54;대전광역시 서구 내동 19-14
대전광역시 서구 구봉산북로 212;대전광역시 서구 관저동 1599 관저5엘에이치천년나무1단지
대전광역시 서구 유등로465번길 69;대전광역시 서구 가장동 52-21
대전광역시 서구 갈마로245번길 3;대전광역시 서구 괴정동 92-5 나이스타운
대전광역시 서구 배재로233번길 40;대전광역시 서구 변동 253-39
대전광역시 서구 도마로37번길 33;대전광역시 서구 도마동 37-4 승진하이츠
대전광역시 서구 복수남로36번길 33-3;대전광역시 서구 복수동 465 성심프라임
대전광역시 서구 도마로63번길 11;대전광역시 서구 변동 58-3 포도힐
대전광역시 서구 중반5길 56;대전광역시 서구 변동 8-12 그린빌라
대전광역시 서구 제비네4길 103;대전광역시 서구 도마동 170-2 성심빌리지
대전광역시 서구 제비네11길 43;대전광역시 서구 도마동 147-35 성심빌리지
대전광역시 서구 정림로10번길 48;대전광역시 서구 정림동 28-19
대전광역시 서구 정림로10번길 19;대전광역시 서구 정림동 667-1 스카이빌
대전광역시 서구 정림로10번길 17;대전광역시 서구 정림동 667-2 스카이빌
대전광역시 서구 정림동로30번길 52;대전광역시 서구 정림동 162-39
대전광역시 서구 정림동로30번길 50;대전광역시 서구 정림동 162-10
대전광역시 서구 유등로43번길 6-10;대전광역시 서구 복수동 719 마메종
대전광역시 서구 유등로43번길 31;대전광역시 서구 복수동 659 휴림빌
대전광역시 서구 유등로17번길 47;대전광역시 서구 복수동 804
대전광역시 서구 유등로17번길 15;대전광역시 서구 복수동 948 행복가득빌
대전광역시 서구 월평새뜸로8번길 73-6;대전광역시 서구 월평동 1235 천안빌라
대전광역시 서구 월평새뜸로8번길 15-13;대전광역시 서구 월평동 1434
대전광역시 서구 월평로94번길 11;대전광역시 서구 월평동 731 동인주택
대전광역시 서구 월평로90번길 22;대전광역시 서구 월평동 758 해맑은집
대전광역시 서구 월평로13번길 36-9;대전광역시 서구 월평동 372 광영빌라
대전광역시 서구 용화7길 27;대전광역시 서구 도마동 61-29 만년빌라
대전광역시 서구 용화4길 17;대전광역시 서구 도마동 64-15 옥수빌라
대전광역시 서구 아랫강변9길 31;대전광역시 서구 용문동 226-5 여명빌라
대전광역시 서구 신갈마로211번안길 95;대전광역시 서구 갈마동 329-16 파인하우스
대전광역시 서구 신갈마로211번안길 91;대전광역시 서구 갈마동 329-12 오크하우스
대전광역시 서구 신갈마로211번안길 81;대전광역시 서구 갈마동 329-1 그린빌
대전광역시 서구 신갈마로211번길 64;대전광역시 서구 갈마동 274-5 황제빌라
대전광역시 서구 신갈마로211번길 16;대전광역시 서구 갈마동 292-10 태산 빌리지
대전광역시 서구 신갈마로167번길 35;대전광역시 서구 갈마동 368-31 궁전빌라
대전광역시 서구 복수동로87번길 5-20;대전광역시 서구 복수동 866 리치빌
대전광역시 서구 복수동로87번길 35-11;대전광역시 서구 복수동 914 그린빌리지
대전광역시 서구 복수동로87번길 29-8;대전광역시 서구 복수동 907-1 스위트빌
대전광역시 서구 복수동로87번길 29-12;대전광역시 서구 복수동 907 스위트빌
대전광역시 서구 복수동로87번길 28;대전광역시 서구 복수동 937 시티팰리스
대전광역시 서구 복수동로87번길 13-22;대전광역시 서구 복수동 880 스마트빌
대전광역시 서구 변동서로6번길 176;대전광역시 서구 변동 254-324 선그린빌라
대전광역시 서구 변동서로6번길 164;대전광역시 서구 변동 254-311 우리빌라
대전광역시 서구 만년로12번길 19;대전광역시 서구 만년동 127
대전광역시 서구 만년남로3번길 77;대전광역시 서구 만년동 88
대전광역시 서구 둔산남로209번길 23;대전광역시 서구 둔산동 2066 초가빌라
대전광역시 서구 둔산남로209번길 18;대전광역시 서구 둔산동 2077 대림빌라
대전광역시 서구 동서대로997번길 31-18;대전광역시 서구 괴정동 268-19 마루주택
대전광역시 서구 동서대로1047번길 12;대전광역시 서구 내동 13-5 영하우스
대전광역시 서구 동서대로1021번길 82;대전광역시 서구 내동 33-10 하얀집
대전광역시 서구 동서대로1021번길 24;대전광역시 서구 내동 21-11 내동아트빌
대전광역시 서구 도학3길 24;대전광역시 서구 도마동 53-7 벧엘하우스
대전광역시 서구 도학3길 12;대전광역시 서구 도마동 53-5 썬하우스
대전광역시 서구 도솔로357번길 49;대전광역시 서구 괴정동 62-3 한민빌라
대전광역시 서구 도솔로328번길 69;대전광역시 서구 가장동 57-19
대전광역시 서구 도솔로328번길 34;대전광역시 서구 괴정동 83-4 에스클래스
대전광역시 서구 도솔로322번길 8;대전광역시 서구 괴정동 84-2 성경빌
대전광역시 서구 도솔로305번길 90;대전광역시 서구 괴정동 119-23 정든빌
대전광역시 서구 도솔로305번길 55;대전광역시 서구 괴정동 111-25 해양빌
대전광역시 서구 도솔로296번길 30;대전광역시 서구 괴정동 91-14 해피랜드
대전광역시 서구 도솔로252번길 67;대전광역시 서구 내동 10-39 다래빌
대전광역시 서구 도솔로251번길 57;대전광역시 서구 내동 24-3 은혜아트빌
대전광역시 서구 도솔로245번길 40;대전광역시 서구 내동 24-61 넥스빌
대전광역시 서구 도솔6길 118;대전광역시 서구 도마동 317-64
대전광역시 서구 도산로341번길 63;대전광역시 서구 괴정동 51-4 산호빌
대전광역시 서구 도산로335번길 15;대전광역시 서구 용문동 272-33 만종빌라
대전광역시 서구 도산로321번길 63;대전광역시 서구 괴정동 82-43 프라하의 가을
대전광역시 서구 도산로321번길 59;대전광역시 서구 괴정동 82-46
대전광역시 서구 도산로321번길 57;대전광역시 서구 괴정동 82-48 시크릿빌
대전광역시 서구 도산로321번길 39;대전광역시 서구 괴정동 82-5 한민빌라
대전광역시 서구 도산로321번길 14;대전광역시 서구 가장동 56-17 룡하우스
대전광역시 서구 도산로181번길 77;대전광역시 서구 도마동 37-25 공원빌라
대전광역시 서구 도산로167번길 9;대전광역시 서구 변동 61-22 포도힐스 Ⅱ
대전광역시 서구 도마로63번길 38;대전광역시 서구 변동 60-18 포도힐스Ⅲ
대전광역시 서구 도마로25번길 47;대전광역시 서구 도마동 31-2 천호주택B
대전광역시 서구 도마로25번길 45-1;대전광역시 서구 도마동 31-55 천호빌라A
대전광역시 서구 도마7길 5;대전광역시 서구 도마동 97-17 동경빌라
대전광역시 서구 도마2길 16;대전광역시 서구 도마동 142-9 태성빌
대전광역시 서구 도마2길 12;대전광역시 서구 도마동 142-10 신원빌
대전광역시 서구 대덕대로155번길 29;대전광역시 서구 갈마동 954
대전광역시 서구 대덕대로127번길 44-10;대전광역시 서구 갈마동 398-23 한솔빌라
대전광역시 서구 괴정로98번길 79;대전광역시 서구 괴정동 94-16 우리빌
대전광역시 서구 괴정로16번길 22;대전광역시 서구 괴정동 124-9 대청빌라
대전광역시 서구 괴정로11번길 4-9;대전광역시 서구 괴정동 126-13 준빌라
대전광역시 서구 계룡로584번길 61;대전광역시 서구 괴정동 46-21 롯데타운B
대전광역시 서구 계룡로354번길 183;대전광역시 서구 갈마동 386-38 푸르내빌라
대전광역시 서구 계룡로342번길 187;대전광역시 서구 갈마동 388-19 발트하우스
대전광역시 서구 계룡로342번길 108;대전광역시 서구 갈마동 333-9 현진빌라
대전광역시 서구 계룡로326번길 139-5;대전광역시 서구 갈마동 368-36 블루빌
대전광역시 서구 계룡로320번길 111;대전광역시 서구 갈마동 330-16 스위트캐슬
대전광역시 서구 계룡로231번길 18;대전광역시 서구 월평동 1409 월평빌라
대전광역시 서구 갈마로212번길 8-9;대전광역시 서구 내동 38-32 대동빌라
대전광역시 서구 갈마로211번길 26;대전광역시 서구 괴정동 98-17 시온빌라
대전광역시 서구 청사로 282;대전광역시 서구 둔산동 909 수정타운
대전광역시 서구 신갈마로 8-28;대전광역시 서구 내동 152-15 DS하우스
대전광역시 서구 신갈마로 173-10;대전광역시 서구 갈마동 337-31 행복빌라
대전광역시 서구 신갈마로 168-10;대전광역시 서구 갈마동 363-2 평양빌라
대전광역시 서구 복수동로 96-8;대전광역시 서구 복수동 808 열매마을빌라
대전광역시 서구 복수동로 96-4;대전광역시 서구 복수동 806 솔로몬시티
대전광역시 서구 복수동로 96-12;대전광역시 서구 복수동 809 둥지마을빌라
대전광역시 서구 복수동로 100-13;대전광역시 서구 복수동 820 진양빌
대전광역시 서구 변동중로 16;대전광역시 서구 도마동 16-9 트윈스빌
대전광역시 서구 변동중로 14;대전광역시 서구 도마동 16-60 트윈스빌
대전광역시 서구 배재로 42;대전광역시 서구 도마동 549-3 한마음빌라
대전광역시 서구 도솔로 350-7;대전광역시 서구 괴정동 53-12 수정아트빌
대전광역시 서구 도산로 477-15;대전광역시 서구 탄방동 1482-9 조한빌
대전광역시 서구 구봉로 461;대전광역시 서구 정림동 27-5 동광빌라
대전광역시 서구 괴정로 82-13;대전광역시 서구 괴정동 65-38 럭스빌
대전광역시 서구 갈마로 81;대전광역시 서구 갈마동 394-14 명봉빌라B동
대전광역시 서구 계룡로394번길 38;대전광역시 서구 갈마동 313-11 프렌즈시티
대전광역시 서구 도마로63번길 30;대전광역시 서구 변동 60-12 포도힐스5
대전광역시 서구 월평북로 13;대전광역시 서구 월평동 218-7 은뜰마을
대전광역시 서구 관저동로 42;대전광역시 서구 관저동 1394 느리울마을아파트13단지
대전광역시 서구 도산로321번길 24;대전광역시 서구 가장동 56-19
대전광역시 서구 도산로 296-8;대전광역시 서구 가장동 47-18
대전광역시 서구 갈마로295번길 15;대전광역시 서구 가장동 45-19
대전광역시 서구 갈마로 212-8;대전광역시 서구 내동 35-29
대전광역시 서구 도솔로322번길 23;대전광역시 서구 괴정동 83-60
대전광역시 서구 계룡로662번길 33-20;대전광역시 서구 용문동 261-21
대전광역시 서구 신갈마로195번길 66;대전광역시 서구 갈마동 300-13
대전광역시 서구 갈마로219번길 21;대전광역시 서구 괴정동 98-10
대전광역시 서구 도솔로305번길 20;대전광역시 서구 괴정동 96-15 건원빌라
대전광역시 서구 문정로112번안길 57;대전광역시 서구 탄방동 967
대전광역시 서구 신갈마로167번길 25;대전광역시 서구 갈마동 367-4
대전광역시 서구 도산로207번길 79;대전광역시 서구 변동 22-23
대전광역시 유성구 대덕대로 524;대전광역시 유성구 도룡동 399-22
대전광역시 유성구 유성대로710번길 70;대전광역시 유성구 봉명동 562-6
대전광역시 유성구 송림로54번길 89;대전광역시 유성구 하기동 523-9
대전광역시 유성구 문화원로 113;대전광역시 유성구 봉명동 640-5
대전광역시 유성구 문화원로 141;대전광역시 유성구 봉명동 666-1
대전광역시 유성구 온천로 26;대전광역시 유성구 봉명동 445-4 리베라 아이누리2 도시형생활주택
대전광역시 유성구 온천북로33번길 35-17;대전광역시 유성구 봉명동 624-2
대전광역시 유성구 테크노1로 12-22;대전광역시 유성구 관평동 1342
대전광역시 유성구 테크노3로 66;대전광역시 유성구 관평동 1352 대덕테크노벨리 디티비안더블유 오피스텔
대전광역시 유성구 노은서로266번길 61;대전광역시 유성구 지족동 863-2 계룡리슈빌스카이
대전광역시 유성구 온천로 45;대전광역시 유성구 봉명동 536-8 유성 푸르지오 시티
대전광역시 유성구 도안대로549번길 60;대전광역시 유성구 구암동 611-31
대전광역시 유성구 계룡로74번길 20;대전광역시 유성구 봉명동 448-5 리베라 아이누리
대전광역시 유성구 문화원로 111;대전광역시 유성구 봉명동 640-4
대전광역시 유성구 대학로 45;대전광역시 유성구 봉명동 607-3 스카이뷰로드
대전광역시 유성구 문화원로10번길 70;대전광역시 유성구 장대동 368-7
대전광역시 유성구 계룡로46번길 67;대전광역시 유성구 구암동 595-20
대전광역시 유성구 문화원로10번길 59;대전광역시 유성구 장대동 366-9
대전광역시 유성구 계룡로74번길 12;대전광역시 유성구 봉명동 448-9 더그린2차오피스텔
대전광역시 유성구 지족로190번길 16;대전광역시 유성구 지족동 1042 새미래숲아파트
대전광역시 유성구 지족로 240;대전광역시 유성구 지족동 1033 노은해랑숲마을5단지아파트
대전광역시 유성구 노은로 416;대전광역시 유성구 하기동 545 송림마을5단지아파트
대전광역시 유성구 원신흥남로27번길 68;대전광역시 유성구 원신흥동 578-8
대전광역시 유성구 계룡로52번길 11;대전광역시 유성구 봉명동 466-2 유성세움펠리피아 주상복합아파트
대전광역시 유성구 엑스포로123번길 26-30;대전광역시 유성구 도룡동 4-28 스마트시티 리버뷰
대전광역시 유성구 지족동로 123;대전광역시 유성구 지족동 1031 노은해랑숲마을6단지아파트
대전광역시 유성구 지족로190번길 39;대전광역시 유성구 지족동 1041 노은에코힐
대전광역시 유성구 대덕대로590번길 12-13;대전광역시 유성구 도룡동 395-8
대전광역시 유성구 문화원로 80;대전광역시 유성구 봉명동 612-2 봉명정한드리미아
대전광역시 유성구 와룡로136번길 97;대전광역시 유성구 봉산동 302
대전광역시 유성구 문화원로 119;대전광역시 유성구 봉명동 640-7 봉명시티빌
대전광역시 유성구 은구비로 18;대전광역시 유성구 지족동 898-1 가나파로스빌1
대전광역시 유성구 진잠로149번길 30;대전광역시 유성구 교촌동 616 한승미메이드아파트
대전광역시 유성구 배울2로 42;대전광역시 유성구 관평동 669 대덕테크노밸리5단지아파트
대전광역시 유성구 원내로39번길 56-6;대전광역시 유성구 원내동 96-2
대전광역시 유성구 온천북로33번길 36-12;대전광역시 유성구 봉명동 644-3
대전광역시 유성구 온천북로33번길 36-32;대전광역시 유성구 봉명동 645-6 비타민하우스
대전광역시 유성구 온천북로33번길 22-12;대전광역시 유성구 봉명동 652-2
